economy,Country,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
TUR,Turkiye,67873000000.0,51943000000.0,60295000000.0,81322000000.0,109884000000.0,132890000000.0,157951000000.0,191673000000.0,227299000000.0,165074000000.0,208733000000.0,264393000000.0,260689000000.0,288689000000.0,280864000000.0,243566000000.0,232916000000.0,270624000000.0,265257000000.0
EST,Estonia,4007027098.41775,4515958645.62048,5344313575.25094,7279243872.82352,9462798430.1724,11233070089.3385,14533407011.562,19221330573.6057,20237307300.9913,12659647032.8681,15563229142.7538,21380505926.7487,21686672546.0458,22744912967.5989,23130135863.9506,18458110675.8331,19519475545.5922,21397463322.4066,24224182282.8718
ITA,Italy,336170463831.862,335753454282.124,360918690622.477,431109421587.111,497823444090.548,540744586813.711,622040980854.979,733966051676.558,800753277253.513,600196110014.774,660737546712.985,748115536281.637,648723507021.33,643068790812.467,650327835196.916,562157005628.026,554023609104.778,617489659503.212,676502659586.704
ROU,Romania,14445000000.0,16901000000.0,19177000000.0,25467000000.0,36732000000.0,38547437685.1245,51431225803.0182,76683532344.1824,93125554779.8092,61332223308.6137,68301994841.234,83764007646.7255,78426519110.906,85554015375.1027,89494256012.0892,81744572446.7675,88663691745.3134,103318495351.985,119980196809.011
CHI,Channel Islands,,,,,,,,,,,,,,,,,,,
XKX,Kosovo,,,,,1656663179.06759,1804183174.80956,1988274031.6486,2531200873.38563,3235388050.83286,3134767106.9081,3379017018.15052,4062558865.99252,3592355515.43685,3651038640.2999,3912988629.45411,3386627121.23885,3575388762.28524,3943881789.35046,4675634561.05619
PRT,Portugal,54070685749.4165,55130620467.0522,55536072917.3541,65445203295.9254,79308890071.3203,84745330504.5343,101248211405.522,120098212934.303,137516559429.472,107808903106.871,115656224123.376,119117437106.844,99887886835.384,101693590670.619,108326940777.287,94159250596.9202,94584605535.8195,106892247633.02,120251995244.039
LUX,Luxembourg,76312420355.6112,79066971537.6351,98161214935.8948,107993389160.359,129684836469.935,153549684366.111,197615107256.559,246635469360.749,288017084088.448,213583200079.99,236451061197.953,317620038233.653,344830476834.727,401306477055.751,417971776657.432,401662038798.729,420912975448.832,435971525797.427,510048267158.534
AND,Andorra,,,,,,,,,,,,,,,,,,,
MCO,Monaco,,,,,,,,,,,,,,,,,,,
SVN,Slovenia,11747100000.0,11808600000.0,13019900000.0,16476700000.0,20932600000.0,23391600000.0,27704613945.9726,36314125262.1623,41812258991.9112,30142787465.4467,32035902538.489,38003336633.7742,34088345018.1094,34585777802.034,36183387827.8267,32283032992.0156,33562632157.2188,38637148053.0658,44174428740.0278
ESP,Spain,216258753211.102,223245940485.374,237697127692.118,294192645366.985,363334624874.819,407429446226.88,479905234140.619,593272972248.236,630254211756.023,457897879210.135,475548827110.821,533699894478.196,463940417459.997,474463315601.801,491050843546.013,426839744187.958,429187265486.055,481594677078.116,535891432816.273
NOR,Norway,59327156934.1419,58345353981.0648,62889929504.2488,73784693707.148,89909017798.03,106742692005.545,125709392233.558,162894047224.928,181707887661.493,129748327045.945,150251370761.404,172809685625.127,178544649402.938,184321991985.811,180143332595.721,149627493123.511,148243548081.719,158320481909.965,173117739146.751
BIH,Bosnia and Herzegovina,4233747802.7139,4454105662.98109,4851943472.90821,6141070240.67827,7258686500.70098,8102600536.90609,8486257450.34894,9572822741.8794,11932317997.2184,8843094164.83382,9111199364.34535,10931320922.7964,10040398877.8162,10197416966.7208,11009144141.0548,9138298792.46907,9464042084.20906,11084695243.4006,12293052059.468
BGR,Bulgaria,8314040320.54886,9256385697.15543,9333156795.66094,13039875487.705,18074204720.0861,22034227129.2236,28679869783.7714,39908630585.4385,45095815528.1972,29965751819.5011,29108010000.0,36960560000.0,36831180000.0,39619400000.0,39585650000.0,35410020000.0,35872160000.0,41387550000.0,46430670000.0
RUS,Russian Federation,69959930000.0,83150390000.0,94637560000.0,125028990000.0,153266480000.0,200317330000.0,268034070000.0,358073870000.0,474530310000.0,320459780000.0,406126630000.0,513136590000.0,560117020000.0,591432000000.0,544032490000.0,356804630000.0,342105770000.0,415879340000.0,436891870000.0
KGZ,Kyrgyz Republic,753365339.949925,645391451.822048,782390101.949007,949950537.568445,1236351637.82869,1500535579.83656,2341976241.23024,3311354006.00968,4911790699.63879,3763109520.84913,4138542771.17669,5551269953.47633,6619476015.91814,7104239455.38307,6791574691.54606,5134770674.79099,5129796815.23145,5505624667.50552,6158830279.96959
BLR,Belarus,7687300000.0,8542800000.0,9174200000.0,11686000000.0,16629300000.0,17410800000.0,23407700000.0,30331300000.0,42006900000.0,31224400000.0,38401700000.0,49812500000.0,51441900000.0,49930400000.0,47106500000.0,35770700000.0,32822900000.0,39421300000.0,44668300000.0
HUN,Hungary,37614016202.5456,40324667955.7237,46108569032.4922,58464385647.9001,75878206513.8752,89708519385.1768,101616622264.514,131582764402.364,153194316768.911,117117161359.295,125347368658.547,136433202287.046,123443808020.361,126704059341.662,134112330040.538,116003871175.513,117707129944.131,134404171155.243,147907347862.817
GBR,United Kingdom,653850298557.562,649237179855.681,654411730429.33,731378364817.22,890638892739.131,1032967765772.56,1281443229817.02,1516706417863.83,1462651369475.76,985216774690.955,1033295861497.4,1177170406483.8,1157443476903.07,1186895179827.76,1233344333285.41,1132717849930.19,1080488648831.1,1137495737490.02,1274343476727.65
AUT,Austria,,,,,,176830729104.535,195871740832.388,239666448503.666,259697823914.356,208863236296.984,222175555581.096,267774534027.217,250915805937.489,243171571945.681,251643146627.26,209824886243.788,223567272066.841,244222362667.5,273060323554.826
BEL,Belgium,,,216240055871.051,241586095252.048,292502880697.691,330119429597.825,367755817677.361,448376946710.218,517467211019.407,412811277130.287,449055976060.605,513393646643.828,481084399402.668,494454628185.803,507228688302.561,413731285659.368,436647853927.237,472992625687.108,524442295006.722
UZB,Uzbekistan,,,,,,5245738839.53302,6104679571.03296,8806584714.13554,11715302811.8368,12116733596.183,12916248233.9849,15952676826.4523,17370923745.7367,17877086514.0913,16911444383.9059,15266441185.9996,15838738000.4626,17854790658.477,25141162450.8677
POL,Poland,60914000000.0,62307000000.0,67090000000.0,83408000000.0,108925000000.0,123831000000.0,157852000000.0,209619000000.0,257182000000.0,192248000000.0,230726000000.0,268135000000.0,255559000000.0,263891000000.0,285285000000.0,250346000000.0,259687000000.0,301569000000.0,345174000000.0
MNE,Montenegro,,,,,,,,3272193452.32987,4429268827.08263,2935470121.59943,2808754461.56862,3136803512.30323,2901434439.27357,2937504763.59816,2992835579.06965,2645571280.8992,3011352378.81251,3355085793.61174,3959987845.91485
DEU,Germany,716933379326.56,696385639481.156,713367053951.049,877101108861.104,1017471417515.77,1117316033641.36,1291054155340.26,1539635000317.61,1670540645651.18,1307667497061.88,1460555456262.48,1712670908484.72,1591239736324.5,1652255129457.35,1694201230784.86,1468863993566.01,1493694718061.14,1630446902965.87,1789964281057.77
TJK,Tajikistan,,,970137600.0,1218499000.0,1504195000.0,1427896628.326,1866132265.476,3186121026.08,3956506375.495,2923010187.762,3423056749.82309,4134220963.14434,5091231104.67094,5482457949.39512,4364613425.76287,3537988778.67748,3113218020.71805,3124886422.95439,3540250567.92916
